id,correctAgg,answered,isError,playCount,resetCount,compTime,gender,education,age,vision_deficiency,vision_impairment_description,familiarity-average,familiarity-average-description,familiarity-interquartile-range,familiarity-interquartile-range-description,familiarity-median,familiarity-median-description,familiarity-standard-deviation,familiarity-standard-deviation-description,familiarity-agg-score,familiarity-stat-tool,familiarity-view-chart,familiarity-create-chart,userID,treatment
31,max,sum,TRUE,1,0,6713,Female,"Graduate (MS, PhD) or Professional degree",45-54,no,,Know well,"It means given a data set, what the value of the data set is when you divide the number of data points by value of all the data added together.",Know well,It means the difference between the highest and lowest score when comparing a quarter of a set of scores.,Know well,The middle number in a data set when you order them in successive order.,Know well,It means how correct a score is given the opportunity of error in a question set.,8,< 1/m,< 1/m,< 1/m,KEqEVbhmTPNpAV6atqYMDp99Jgb2,baseline
4,stdev,iqr,TRUE,1,0,4328,Female,"Graduate (MS, PhD) or Professional degree",45-54,no,,Know well,"It means given a data set, what the value of the data set is when you divide the number of data points by value of all the data added together.",Know well,It means the difference between the highest and lowest score when comparing a quarter of a set of scores.,Know well,The middle number in a data set when you order them in successive order.,Know well,It means how correct a score is given the opportunity of error in a question set.,8,< 1/m,< 1/m,< 1/m,KEqEVbhmTPNpAV6atqYMDp99Jgb2,baseline
5,count,max,TRUE,1,0,5035,Female,"Graduate (MS, PhD) or Professional degree",45-54,no,,Know well,"It means given a data set, what the value of the data set is when you divide the number of data points by value of all the data added together.",Know well,It means the difference between the highest and lowest score when comparing a quarter of a set of scores.,Know well,The middle number in a data set when you order them in successive order.,Know well,It means how correct a score is given the opportunity of error in a question set.,8,< 1/m,< 1/m,< 1/m,KEqEVbhmTPNpAV6atqYMDp99Jgb2,baseline
6,sum,count,TRUE,1,0,5075,Female,"Graduate (MS, PhD) or Professional degree",45-54,no,,Know well,"It means given a data set, what the value of the data set is when you divide the number of data points by value of all the data added together.",Know well,It means the difference between the highest and lowest score when comparing a quarter of a set of scores.,Know well,The middle number in a data set when you order them in successive order.,Know well,It means how correct a score is given the opportunity of error in a question set.,8,< 1/m,< 1/m,< 1/m,KEqEVbhmTPNpAV6atqYMDp99Jgb2,baseline
7,avg,avg,FALSE,1,0,5911,Female,"Graduate (MS, PhD) or Professional degree",45-54,no,,Know well,"It means given a data set, what the value of the data set is when you divide the number of data points by value of all the data added together.",Know well,It means the difference between the highest and lowest score when comparing a quarter of a set of scores.,Know well,The middle number in a data set when you order them in successive order.,Know well,It means how correct a score is given the opportunity of error in a question set.,8,< 1/m,< 1/m,< 1/m,KEqEVbhmTPNpAV6atqYMDp99Jgb2,baseline
8,stdev,iqr,TRUE,1,0,6430,Female,"Graduate (MS, PhD) or Professional degree",45-54,no,,Know well,"It means given a data set, what the value of the data set is when you divide the number of data points by value of all the data added together.",Know well,It means the difference between the highest and lowest score when comparing a quarter of a set of scores.,Know well,The middle number in a data set when you order them in successive order.,Know well,It means how correct a score is given the opportunity of error in a question set.,8,< 1/m,< 1/m,< 1/m,KEqEVbhmTPNpAV6atqYMDp99Jgb2,baseline
9,max,count,TRUE,1,0,8064,Female,"Graduate (MS, PhD) or Professional degree",45-54,no,,Know well,"It means given a data set, what the value of the data set is when you divide the number of data points by value of all the data added together.",Know well,It means the difference between the highest and lowest score when comparing a quarter of a set of scores.,Know well,The middle number in a data set when you order them in successive order.,Know well,It means how correct a score is given the opportunity of error in a question set.,8,< 1/m,< 1/m,< 1/m,KEqEVbhmTPNpAV6atqYMDp99Jgb2,baseline
0,stdev,count,TRUE,1,0,2562,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
1,max,min,TRUE,1,0,3556,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
10,median,min,TRUE,1,0,1550,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
11,iqr,avg,TRUE,1,0,1597,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
12,avg,count,TRUE,1,0,1910,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
13,sum,iqr,TRUE,1,0,1285,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
14,min,stdev,TRUE,1,0,1243,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
15,count,median,TRUE,1,0,1384,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
16,stdev,min,TRUE,1,0,1530,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
17,iqr,sum,TRUE,1,0,1463,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
18,count,max,TRUE,1,0,1325,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
19,median,median,FALSE,1,0,1516,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
2,iqr,min,TRUE,1,0,1729,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
20,max,iqr,TRUE,1,0,1326,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
21,avg,count,TRUE,1,0,1341,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
22,min,avg,TRUE,1,0,1144,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
23,sum,median,TRUE,1,0,1373,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
24,stdev,iqr,TRUE,1,0,1300,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
25,median,count,TRUE,1,0,1763,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
26,count,max,TRUE,1,0,1786,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
27,avg,sum,TRUE,1,0,1220,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
28,max,count,TRUE,1,0,1447,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
29,sum,median,TRUE,1,0,1239,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
3,count,count,FALSE,1,0,1544,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
30,min,iqr,TRUE,1,0,1324,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
31,iqr,median,TRUE,1,0,1407,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
4,avg,median,TRUE,1,0,1100,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
5,median,sum,TRUE,1,0,2077,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
6,min,sum,TRUE,1,0,1961,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
7,sum,median,TRUE,2,1,2263,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
8,stdev,count,TRUE,1,0,3003,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
9,max,stdev,TRUE,1,0,1618,Female,Associate or Bachelors degree,18-24,no,,Know,The average is the sum of numbers divided by the total of numbers.,IDK,,Know,Arrange the set of numbers and its the number in the middle.,IDK,,2,< 1/m,< 1/w,< 1/m,KgHVxh4ZKpdJ1MSwXJOTUhDnJ8b2,static
0,median,avg,TRUE,1,0,12566,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
1,max,avg,TRUE,1,0,14233,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
10,count,sum,TRUE,1,0,10620,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
11,min,min,FALSE,1,0,14850,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
12,sum,sum,FALSE,1,0,7571,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
13,avg,avg,FALSE,1,0,5018,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
14,max,avg,TRUE,1,0,5035,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
15,stdev,iqr,TRUE,1,0,4087,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
16,count,count,FALSE,1,0,11118,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
17,min,max,TRUE,1,0,8466,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
18,avg,avg,FALSE,1,0,4803,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
19,iqr,stdev,TRUE,1,0,5226,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
2,iqr,stdev,TRUE,1,0,14723,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
20,sum,sum,FALSE,1,0,4764,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
21,median,avg,TRUE,1,0,5472,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
22,stdev,iqr,TRUE,1,0,4746,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
23,max,avg,TRUE,1,0,7697,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
24,stdev,max,TRUE,1,0,5560,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
25,iqr,stdev,TRUE,1,0,9159,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
26,count,max,TRUE,1,0,10706,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
27,sum,max,TRUE,1,0,12018,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
28,median,avg,TRUE,1,0,6984,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
29,min,min,FALSE,1,0,7802,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
3,avg,min,TRUE,1,0,9577,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
30,avg,min,TRUE,1,0,8611,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
31,max,avg,TRUE,1,0,5341,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
4,count,count,FALSE,1,0,7676,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
5,stdev,stdev,FALSE,1,0,10795,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
6,sum,max,TRUE,1,0,12444,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
7,min,min,FALSE,1,0,7652,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
8,iqr,stdev,TRUE,1,0,6388,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
9,median,avg,TRUE,1,0,7160,Male,Associate or Bachelors degree,25-34,no,,Know well,dividing the sum of all values by its total number,IDK,,Know well,median is the mid point of given datas,Know well,calculated quantity to find the extent,6,>= 1/d,< 1/d,< 1/d,LG4bawn1aTU7S26cLSOi231kaiu1,simple
0,iqr,iqr,FALSE,1,0,4710,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
1,count,count,FALSE,4,4,57734,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
10,stdev,stdev,FALSE,3,2,242403,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
11,count,sum,TRUE,1,0,3998,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
12,sum,sum,FALSE,2,2,15070,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
13,iqr,iqr,FALSE,1,0,6475,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
14,max,max,FALSE,2,2,11783,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
15,avg,median,TRUE,1,0,4335,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
16,count,count,FALSE,1,0,6245,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
17,median,iqr,TRUE,1,0,2936,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
18,iqr,iqr,FALSE,1,0,2997,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
19,max,max,FALSE,2,1,6372,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
2,max,max,FALSE,1,0,7473,Female,Associate or Bachelors degree,45-54,no,,Know well,the sum of a string of numbers divided by how many numbers in the string,IDK,,Know well,it is the middle of a string of numbers. If there is an odd number of numbers then the center number is the median. If there is an even amount of numbers in the string then you take the average of the two middle numbers,Know well,the amount of variation or deviation in a data set,6,< 1/w,< 1/d,never,LGAmPdZk4fgt5KJS32LoUFGDAUn1,elaborate
