rationale_id,agg,rank-elaborate,rank-simple,rank-baseline,rank-static,rationale,about elaborate,about simple,about baseline,about static,Overall,posTag,negTag
129,avg,1,2,3,4,"Transitions needed to see an operation is occurring, bars help quantify how it happens.",good:bars,,,,,,
130,avg,1,2,3,4,"The one with the mini plots was effective since it showed what was going on.  The one with the horizontal lines was good because it showed where the average would be, and it is not always where a dot is.  The one without the horizontals was still better than static one",good:bars,good:avg_line,,,,Clear Metaphor,
131,avg,1,2,3,4,"Having a trace of how the calculations map to the average is useful, as well as a reference line that is the goal of the calculation. Collapsing is a good way to show an aggregate calculation. ","good:bars, good:avg_line",good:avg_line,,,,Understandable,
132,avg,1,2,3,4,"My 1st choice shows the 'area' that the elements on either side of the mean contribute to the mean, giving a good sense of it. Between 2nd/3rd, the line through the mean helps orient where the points are moving. 4th's transition was hard to clearly tell what it was doing (mean vs median, etc).","good:bars, good:contribute",good:avg_line,,bad:hard-to-tell-what-it-is,,,
133,stdev,1,2,3,4,"Following my rationale for the average, my 1st choices's bars helped make the intuition correct; similar rationale for 4/3/2 as my average one. However, I don't think any of the animations do a good job of showing how the standard deviation was created.","good:bars, good:mark_avg",,,,,,Measure Was Too Confusing
134,stdev,1,2,3,4,"The last transition had a bar chart appear when the points were shown, and they all converged to create the standard deviation plot, so that helped the most with describing one standard deviation with the average. The third transition did not have this bar chart, but had the points converge to that plot, so it is second. The second transition just showed the plot after a brief moment, which did nothing to aid in describing One standard deviation with average, so it came in third. The first transition had no animations, which is worse than the third one for describe one standard deviation, so it came last.","good:bars, good:mark_avg",,bad:no-meaning,bad:no-animation,,,
135,stdev,1,2,3,4,"once again, i like the area representation when showing where average is. fading and instant change on plot are very hard to see.","good:bars, good:mark_avg",,,,bad:fading,,
136,stdev,1,2,3,4,Showing how all the values factor into the average as in the last graph helps the user see what the average mean across the data points. The tilt of the points also allows the user to see why the size of the standard deviation bars are as is.,"good:bars, good:mark_avg",,,,,Understandable,
137,stdev,1,2,3,4,"1st) gives an idea of relation between the deviation from mean and the standard deviation mark.2nd) gives an idea of equal sides to the deviation around an average, but not correlation between that and the elements individual deviation. 3rd) fine, but unclear that its not inner-quartile range4th) no correlation without inference.","good:bars, good:mark_avg","good:upper=lower, bad:no_relation_with_indiv",bad:hard-to-tell-what-it-is,bad:hard-to-tell-what-it-is,,,
138,stdev,1,2,3,4,I chose #1 and #2 because they were more clearly calculating an average and then showing the same size range on either side of the average line. I think the fact that one half showed up before the other was significant because it made it clear that the area above and below the middle line are different. I chose #3 over #4 because I liked the animation better than nothing.,"good:bars, good:mark_avg, good:explanation","good:bars, good:mark_avg, good:explanation",,bad:no-animation,,Clear Metaphor,
139,avg,1,2,3,4,"for average, it really helps to see the 'area under the curve', to emphasize that selected line really is an average, supported by equal shaded area (by lines) ","good:bars, good:upper=lower",,,,,Clear Metaphor,
140,median,1,2,3,4,The one where they bounce towards each other is smy favorite because it shows the idea that the median means being in the middle which means having the same number of points on each side.  The other one with different colored dots was good too.,good:upper=lower,good:colors,,,,Clear Metaphor,
141,count,1,2,3,4,The animation makes the transition much more clearer so 3rd and 4th chart are much better than the other two. ,good:clear,good:clear,,,,Clear Metaphor,
142,iqr,1,2,3,4,"Based on previous preference of median, the last one is clear that it is dealing with median.",good:median,,,,,,
143,iqr,1,2,3,4,The median was most obviously computed in the fourth graphic (because of the counting-inwards animation).,good:median,,,,,Understandable,
144,iqr,1,2,3,4,I like the 4th one from the left the best because it show how the median is calculated.,good:median,,,,,Clear Metaphor,
145,iqr,1,2,3,4,"The last two charts are in a tie. The third one demonstrate how the range is formed, and the fourth one demonstrates how the  median was found. The second chart's transition actually has nothing to do with standard deviation or median. It is basically the same as the first one.",good:median,good:form_range,bad:no-meaning,bad:no-meaning,,,
146,iqr,1,2,4,3,"Like before, showing the full process of finding the interquartile range, like showing the median finding process in 1 is helpful in identifying the calculation being visualized. I liked 2 just as much, the color separation is really helpful. I find the fading in 4 really unhelpful in this case as it just clutters up the graph for a bit.","good:median, good:explanation",,,,,Clear Metaphor,
147,sum,1,2,3,4,Seeing everything collapsing is nice. Lack of animation is hard. Only the 1st one shows how the totals collapse clearly to me,good:collapsing,,,bad:no-animation,,,
148,iqr,2,1,4,3,I liked the different colors in the first and second choice.,good:colors,good:colors,,,,,
149,iqr,2,1,3,4,"No animation is bad1st and second are prettier, but I don't really understand the concept of interquartile range, so they all don't make much of a difference to me. The colors in 1st and second help me slightly understand the concept.",good:colors,good:colors,,bad:no-animation,,,Measure Was Too Confusing
150,iqr,1,2,3,4,1st is very clear with discrete animations and a different color for each quartile. 2nd is good with coloring but the simultaneous animations are quite hard to track. 3rd may be confused with average and standard deviation. 4th is simply too abrupt to catch and also may be confused with average and standard deviation.,good:color_quartile,"good:colors, bad:hard_to_track",bad:confusing,bad:abrupt,,Clear Metaphor,
151,iqr,1,2,3,4,"Showing the process of dividing up the points by quartiles and color-coding it was really helpful for showing the interquartile ranges. The more they showed the process of dividing the points, the higher I ranked it",good:color_quartile,,,,good:explanation,Clear Metaphor,
152,median,1,4,2,3,The 1st place graph is much more clear than the others because of the colors ,good:colors,,,,,,
153,iqr,1,4,2,3,The 1st place graph is much more clear than the other ones mostly because of colir,good:colors,,,,,,
154,iqr,1,2,3,4,"I am not sure what interquartile range with median is, but the 1st one I choose looks more complicated animation so I like it more.",good:complicated,,,,,More complicated = better,Measure Was Too Confusing
155,avg,2,1,3,4,The 1st and 2nd ranked charts give a clear frame of reference for the average and how the points contribute to it. The bars beneath the dots in the 2nd ranked chart seem like a bit too much information though. Both the 3rd and 4th ranked charts don't give a clear indication that the resulting points are actually the location of the average.,"good:contribute, bad:too_much",good:contribute,,,,,
156,avg,1,2,3,4,I liked the first graph because you could see the relationship between the average and the rest of the data points in an informative but quick manner. I liked the second graph because the line was drawn which indicates that the average doesn't have to be a particular data point. I thought the 3rd and fourth graph were more ambiguous,good:contribution,good:avg_line,bad:ambiguous,bad:ambiguous,,,
157,avg,1,2,3,4,1st one I choose shows the quantity of each data point visually and compare the average between others before collapse. And others are just less complicated versions. I like more feather packed animations.,good:contribution,,,,,,More complicated = better
158,avg,1,2,3,4,Showing how all the values factor into the average as in the last graph helps the user see what the average mean across the data points.,good:contribution,,,,,,
159,avg,1,2,3,4,"The last transition is the best for me because it shows not only where the average is with respect to the elements in the set, but also a quick bar chart showcasing where those points are with respect to that average. This describes the average the best. The third transition only shows where the average is with a line, which is what the last transition does, so it is second. The third transition only merges the points to that average, so it is only third. The first transition is static and provides no aid to describe the average, so it is last.",good:contribution,good:avg_line,bad:only_merge,,,,
160,median,1,2,4,3,I like the counting motion in 1 which is how I usually visualize finding a median. Separating out the top half and bottom half in colors in 2 is much better than the median just appearing. The fading dots in 4 are actually more confusing than the median just showing up in 3. ,good:counting,good:separating,bad:fade-out,,,Clear Metaphor,
161,median,1,2,3,4,1st is great since it counts each discrete data point one by one until the center value. 2nd is good as it also divides the two halves into separate colors. 3rd may be confused to average. 4th is simply too abrupt to catch.,good:counting,good:separating,bad:confused_with_avg,bad:abrupt,,,
162,median,1,2,3,4,The 4th one was very clear that it was counting from both sides even if the animation was long. Stylistically I liked the 3rd one but it wasn't as clear. The 3rd and 4th were less and less clear what the value they were converging to was.,good:counting,"good:style, bad:unclear",bad:hard-to-tell-what-it-is,bad:hard-to-tell-what-it-is,,Clear Metaphor,
163,median,1,2,3,4,"The ability to count helps in the 4th one. The 3rd one facilitates that by just color coding, but that's also effective and helpful.",good:counting,good:colors,,,,,
164,median,1,2,3,4,"The fourth chart is the best int hat it helps the user count the median. The third chart does something similar, but not step by step. The second chart's transition is somewhat useless, but still better than having no transition.",good:counting,bad:not-step-by-step,,bad:no-animation,,,
165,median,1,2,3,4,This is similar to the reason of average. The 1st is so good that we can count to the median. ,good:counting,,,,,,
166,median,1,2,3,4,"4th is abrupt and unclear like on the previous graphs. 3rd is better than 4th because in this case you see the median appear while the other dots fade, but this isn't going to be the case if Set 1 has an odd number of numbers. 2nd puts a clear split between the points which is helpful, but 1st does this even better since it seems to count for the audience, letting them know that they are going one by one from each end of the set. If there are too many data points to clearly see that there are equal counts above and below the median, then 2nd is much less effective than 1st.",good:counting,good:separating,,bad:abrupt,,,
167,median,1,2,3,4,I loved the last one because I was sure it was the median because each step eliminated the outer two data points. However it was a bit fast in the end.,"good:counting, good:canceling_out",,,,bad:a_bit_fast,,
168,median,1,2,3,4,"The first place one is great here - does median the way i think about median, taking off values from each end of the sorted values. The others are all hard to tell apart from average","good:counting, good:canceling_out",,,,,Clear Metaphor,
169,median,1,2,3,4,Showing how all the values factor into the median as in the last graph helps the user see what the median means across the data points. Usage of color and counting of points on each side of bar also really helps.,"good:counting, good:colors",,,,,Understandable,
170,iqr,1,2,3,4,"4th and 3rd are similar to the previous graphs. 2nd and 1st are more useful than 3rd and 4th because of the color coding, but both 1st and 2nd could have been slower so that the animation was more clear. 1st is better than 2nd because of the staggering, which points to the fact that points are being counted and sorted into their range.","good:counting, good:color_quartile",good:color_quartile,,,,,
171,median,1,2,3,4,I like 1st one the most because it actually count the median in animation so that people watching this has a better sense that it's a median. Even people do not now what is median will understand what the chart is trying to show.,"good:counting, good:explanation",,,,,Understandable,
172,avg,1,2,3,4,"The fourth chart shows the distance of each point to the average, which is clear. The second and third chart actually are in a tie, in that they both provides the transition of each data point to the average. The first chart is worse since it does not have any transition.",good:deviation_from_mean,,,bad:no-animation,,Clear Metaphor,
173,avg,2,1,3,4,"In this case I did like the horizontal lines at the mean, as it isn't necessarily an existing point. The version showing deviation from the mean was nice as well.",good:deviation_from_mean,good:avg_line,,,,,
174,avg,1,2,3,4,"The presentation of the average as a ""central"" value was most obvious when the values were discretized (fourth graphic), followed by when the average was highlighted (third graphic).",good:discretized,good:avg_line,,,,,
175,max,1,1,2,3,"Little difference among the visualizations. The 1st place one draws attention to the max values so it clues you in on why others are disappearing. Other than that, I feel max is something intuitive enough to understand",good:extra_line,,,,,,Animation Unnecessary
176,count,1,2,4,3,"1st has discrete, easy to track animations while showing all data points. 2nd shows all data points, which is good, but is a bit confusing because it's rather hard to track all the different data points simultaneously. 3rd is simply switching charts. 4th is confusing because merging all data points into one seem as if it's doing a sum operation.",good:easy-to-track,bad:hard-to-track-at-once,,,,Understandable,Couldn't Follow Complex Animations
177,sum,1,3,2,4,"The 1st place on is easy to follow with the lines.The second place one naturally combines the values with a smooth animation.The third one adds a weird line; I don't see how it benefits compared to the second one (which is the animation without the line).The 4th place one is too difficult to keep track of because it's instant.",good:easy-to-track,good:seems_like_merging,bad:without_line,,,Easy to Follow,
178,iqr,1,2,3,4,"I liked #1 and #2 because the use of color made it clear that it was calculating a quartile since there were four different colors. I chose #1 over #2 because the animation further emphasized that it was splitting into quarters. I chose #3 over #4 because the animation was better than nothing, but I don't think #3 was more obviously interquartile range than #4.",good:emphasize_quarter,,,bad:no-animation,good:color_quartile,,
179,min,1,1,2,3,No difference from the previous Max questions. The 1st place transition shows some empasis on the min to understand why others are disappearing but min should be a fairly easy concept to grasp regardless of the transition.,good:extra_line,,,,"same_as_max, aleady_easy_enough",,Animation Unnecessary
180,max,1,1,2,3,Having the lines go through the dots first made it quicker for me to realize what was going to be highlighted.,,,,,"good:extra_line, good:highlight",Clear Metaphor,
181,median,1,2,3,4,the animation of the 4th chart makes the transition of median clearer because it shows the steps of finding a median,good:explanation,,,,,,
182,median,1,2,3,4,the extra movement is very helpful in terms of the idea of median,good:explanation,,,,,,
183,iqr,1,2,3,4,I don't know what's Interquartile Range with Median but I think the last transition effectively shows the process of finding them.,good:explanation,,,,,,Measure Was Too Confusing
184,median,1,2,3,4,"The last one is the best since it shows how the work is done, the others are too slow and doesn't feel like much is happening.",good:explanation,,,,"bad:slow, bad:not_happening",,
185,stdev,1,2,3,4,The 1st one first shows the process of finding the mean and than the standard deviation which is nice. The second one is a little more clear than 3rd and 4th but not much better.,good:explanation,,,,,,
186,stdev,2,1,3,4,"I don't really know what standard deviation is, but I think that the animations that show average first and some computation for the deviation next show that the are separate stats and show how they are computed more easily.",good:explanation,good:explanation,,,,,Measure Was Too Confusing
187,median,1,2,3,4,"the slightly slower animation shows what's happening since it goes through each point, which makes it describe median better",good:explanation,,,,,,
188,iqr,1,2,3,4,"This time I find the extra animation helpful because the computation is more complex, and the transitions and movement help show how each point contributes to the calculation.",good:explanation,,,,,,
189,iqr,2,1,3,4,"The 3rd one is enough to convey the the information, and that is why I ranked it on the top. The 4th one does as good a job as the 3rd one. I think the 2nd one is pretty effective too. ",good:explanation,good:explanation,,,,,
190,median,1,3,2,4,"I like the 4th one from the left the most because it shows how the median is calculated, which mean the user can better ""trust"" the result. I don't get how the 3rd one from the left is relevant to median.  ",good:explanation,bad:no-relation,,,,Understandable,
191,stdev,1,2,3,4,The last two charts are in a tie. They demonstrate how the deviation is formed. The second chart's transition actually has nothing to do with standard deviation. It is basically the same as the first one.,good:explanation,good:explanation,bad:hard-to-tell-what-it-is,bad:hard-to-tell-what-it-is,,,
192,stdev,1,2,3,4,4th is better than the previous graphs since it at least gives the indication that it's showing standard deviation even though it's not clear if average or median is being used as the center. 3rd is very similar to 4th but the fade out of the points gives the audience some information about from what the standard deviation was calculated. 2nd and 1st are ranked that way because it seems like they do more to showcase how the standard deviation was calculate but i'm not really sure how it's calculated in the first place so...,good:explanation,good:expalin,bad:hard-to-tell-what-it-is,,,,Measure Was Too Confusing
193,median,1,2,3,4,"In the last one, the one by one counting towards the middle part","good:explanation, good:counting",,,,,,
194,median,1,2,3,4,"I liked #1 and #2 the best because the use of color and line clearly demonstrates that it is finding a midpoint and half are above the line and half are below. I chose #1 over #2 because the moving line implied that it is moving towards the middle by counting from the edge, which made it more clearly median as opposed to average. I chose #3 over #4 because I liked the animation more than nothing.","good:explanation, good:counting, good:separating","good:explanation, good:separating",,bad:no-animation,,Understandable,
195,stdev,1,2,3,4,"I think the 4th one from the left the most because it shows how the data is distributed first, then  describe the standard deviation  ",good:explanation,,,,,,
196,avg,1,2,3,4,"It's nice to have an explanation of how the average was found so 4 and 3 which have none to little explanations aren't as appealing. Since I know that the first animation in 1 is summation, it is easier to tell how the visualization arrived at the average.",good:explanation,,,,,,
197,avg,1,2,3,4,1st makes the most sense since it shows a visual representation of the mathematical operation. 2nd make the next most sense since it shows the average as a point of attention before collapsing. 3rd is next because we understand with the transition that there is *some* operation on the numbers occurring. 4th is last because it is just a hard transition and we aren't sure exactly what is going on.,good:explanation,good:avg_line,,bad:hard-to-tell-what-it-is,,Clear Metaphor,
198,avg,1,3,2,4,"Again, no animation is bad.The 1st place animation is great for seeing how sums come together to make an average.The 2nd and 3rd place animation is unclear as to whether it means median or mean",good:explanation,bad:unclear,bad:unclear,bad:no-animation,,,
199,avg,1,2,3,4,Showing how the middle point is being derived based on the relative position to the bottom axis,good:explanation,,,,,,
200,avg,1,2,3,4,"The 1st and 2rd ones make it really hard to understand whether its mean or median. The 3rd one is more effective since the line is not at a point, so the audience knows its probably conveys the average. The 4th is the most effective since it agrees with my idea of exactly what average is, so there is no elimination involved. ",good:explanation,good:avg_line,bad:hard-to-tell-what-it-is,bad:hard-to-tell-what-it-is,,Clear Metaphor,
201,avg,1,2,3,4,"The one ranked 4th had no transition, so it was hard to tell the relation between the 1st and second chart. I ranked the one with the dots merging 3rd because it is hard to tell why the dots are merging and where they are merging to. The one with the dots merging to the line is 2nd because it gives the point where they are merging, if not why they are merging. The one with the bars are 1st because it the bars suggest why they are merging and the line tells us where they are merging to. ",good:explanation,good:avg_line,bad:hard-to-tell-what-it-is,"bad:no-animation, bad:no-relation",,,
202,avg,1,3,2,4,1st rank: visually shows what an average is. I think this is the best if someone's unclear exactly what an average is. If you're already familiar with the idea then the 2nd rank is best: short and simple. 3rd rank is quite similar to the second except with extra animation that gets annoying. 4th rank jumps directly to the end and is quite disorienting.,good:explanation,good:simple,,bad:abrupt,,Understandable,
203,avg,1,2,3,4,I like the 1st that it greatly shows the reason of the average forming up. The 4th is the worst since nobody knows why it is average by just transferring into two dots. 2nd has the indicator for the average value.,good:explanation,good:avg_line,,bad:hard-to-tell-what-it-is,,,
204,avg,1,2,4,3,The merging dots in the 2nd viz was confusing. The good viz's had additional markings to clarify that this was an average.,"good:extra_line, good:explanation",bad:confusing,,,,,Metaphor Unclear
205,min,1,1,2,3,Same as maximum -- the line going through the bottom made it quicker to decipher what was going on.,,,,,"good:extra_line, good:highlight, same_as_max",,
206,max,1,1,2,3,Marking the max as in 1 helps to notice the dots as relative to the other dots before the other dots disappear. The 2nd is better at maintaining the non max dots a little longer for comparison than 1.,"good:extra_line, good:highlight",,bad:slow,,,,
207,min,1,1,2,3,Similar to max. It's nice to be able to compare the min dots to the non min dots before the other dots disappear. The 1st one does this better than the 2nd one by marking it explicitly.,"good:extra_line, good:highlight",,,,same_as_max,,
208,max,1,1,2,3,These are all pretty good. I ranked 1st because it uses the lines to draw your attention to the max but honestly these are all fine.,good:extra_line,,,,,,
209,min,1,1,2,3,They're close. Slight preference for 1st but 2nd is fine too.,,,,,,,
210,max,1,1,2,3,"I don't really know but feels like it okay, I believe.",,,,,,,
211,min,1,1,2,3,Whether it clearly marks the remaining element is the smallest within each set,,,,,"good:extra_line, good:highlight",,
212,max,2,2,1,3,The transitions. The smoother the easier to see. I felt like the middle one is cleaner. That's why I ranked it NO_1,,,,,"good:smooth, good:clean",,
213,min,2,2,1,3,I would use the same argument as the max. The smoother the transition the better.,,,,,"good:smooth, good:clean, same_as_max",,
214,max,1,1,2,3,"It clearly selects the maximums, so it is easy to visualize",,,,,good:clear,Clear Metaphor,
215,min,1,1,2,3,"The transitions can be too fast, the one that selects it catches your eye.",,,,,good:not-too-fast,,Animation Should Be Slower
216,max,1,1,2,3,Indication of the intent to max then the gradual change to the value,,,,,good:extra_line,,
217,min,1,1,2,3,The indication to min then gradual transition to the encoding,good:gradual_changes,,,,,,
218,max,1,1,2,3,I liked how 1st brought your attention to what was the max then showed getting rid of the remaining.,good:highlight,,,,,,
219,min,1,1,2,3,I liked 1st because it drew your attention to the minimum then removed the remaining ones,,,,,"good:extra_line, good:highlight",,
220,max,1,1,2,3,"I like that the one I ranked as 1st brings attention to the top value before fading out the lower ones. The one ranked 2nd still faded them out, which I thought looked nicer than just removing the lower points.",good:highlight,,,,,,
221,min,1,1,2,3,"I ranked these the same way as maximum, and for the same reasons. The fading is less abrupt, and the top ranked one brings attention to the minimum before removing the other values.",good:highlight,,,,,,
222,max,1,1,2,3,the line draws attention to the max so its easier to see,"good:extra_line, good:highlight",,,,,,
223,min,1,1,2,3,"the line draws attention to the min, so its easier to see. also faster fade",,,,,"good:extra_line, good:highlight",,
224,sum,1,3,2,4,"The lines in the transition ranked first give the viewer a sense of adding each value together to get the sum, making it the best transition.  None of the others convey that sense and the animations don't convey much other than changing graphs.","good:extra_line, good:seems_like_adding",,,,,Understandable,
225,sum,1,2,3,4,The lines in the first one made it more obvious that were adding all the sums together - although it is still somewhat unclear,"good:extra_line, good:seems_like_adding",,,,,Clear Metaphor,
226,sum,1,2,3,4,"I chose #1 because I think showing the area under the points makes it much clearer that it is summing the points. #2 was a nice animation but nothing about it made me know immediately that it was a sum like with #1. I still thought it was better than #3 because the lines made me at least somewhat think of the space under the point, which makes me think of the sum. #4 did not have any animation so I just had to guess what was being calculated.","good:extra_line, good:seems_like_adding","good:extra_line, good:seems_like_adding",,bad:no-animation,,Clear Metaphor,Static is magic
227,sum,1,2,3,4,Showing the size of each component with a line and then combining them shows visual representation of sum well.,"good:extra_line, good:seems_like_adding",,,,,Clear Metaphor,
228,max,1,1,2,3,"A transition is helpful to know nothing is just randomly being taken out, and the line specifies its a value to pay attention to, not just the last point.","good:extra_line, good:highlight",,,,good:transition-is-not-happened-randomly,,
229,sum,1,2,3,4,The animation for 1st is more interesting it has showed the value of individual data points before collapse them into the aggregated form. Others are less interesting.,good:extra_line,,,,,Interesting,
230,avg,1,2,3,4,"In the last one, the grid lines of each data point makes it clear that upper ones hold the same area as the lower ones.","good:extra_line, good:upper=lower",,,,,Clear Metaphor,
231,avg,1,2,3,4,"I like the last one with the fancy animation, but I do think the second from the left is enough for the most cases",good:fancy,good:might-be-enough,,,,,More complicated = better
232,count,1,2,3,4,I decided the first and the second because it forms a column of points. This way it is easier for me to see that you are counting. ,good:form-a-column,good:form-a-column,,,,,
233,min,1,1,2,3,"Like for max, transition needed to show points removed for reason, line emphasizes the value.","good:extra_line, good:highlight",,,,"good:transition-is-not-happened-randomly, same_as_max",,
234,max,1,1,2,3,I chose the 1st because it has a line that underlines the maximum and convey to audience that we are looking at the maximum value. 2nd one is similar but did not have the line. 3rd one did not have any transitio.,"good:extra_line, good:highlight",,,bad:no-animation,,Clear Metaphor,
235,min,1,1,2,3,"Similar to the maximum transitions, I chose the ranking in this order because of the same reasons. I like the line underlining the minimum because it shows clearly that we are looking at the minimum","good:extra_line, good:highlight",,,bad:no-animation,same_as_max,,
236,max,3,3,1,2,"I like how the data points not relating to maximum dissipate on the 1st graph, compared to the 2nd graph which is an immediate transition my eyes took a little longer to adjust to. I felt the line shown in the 3rd graph misleading, as lines in plotted graphs such as these usually indicate some sort of error in the data.",bad:misleading-error?,,,bad:abrupt,,,Metaphor Unclear
237,median,1,2,3,4,Having the line drop down is very clear that we are finding the median,good:line,,,,,,
238,stdev,1,2,3,4,"Based on my previous preference of average, the last one is clear that we are doing things related to average. ",good:mark_avg,,,,,,
239,stdev,1,2,3,4,The animation for calculating the average made that part clear. The double bars showed that it was likely standard deviation or IQR.,good:mark_avg,,,,,Clear Metaphor,
240,stdev,1,2,3,4,1st is good. It shows average and the SD right next to it. 2nd provides a good visual sequence from top to bottom. It expands the graph.,good:mark_avg,,,,,,
241,stdev,1,2,3,4,"The fourth graphic's discretization makes average very clear, and the standard deviation logically follows.","good:mark_avg, good:explanation",,,,,Clear Metaphor,
242,count,1,2,3,4,The sense of one by one counting makes it the clearest it is count.,good:one-by-one,,,,,,
243,count,1,2,4,3,"The first one appears to be counting the individual dots, the second one takes all the dots and spaces them evenly. Both are easy to understand but the 1st one, the visualization is more like what i do mentally. I didn't like the 4th because it seems to be merging the dots, not how I visualize counting.e","good:one-by-one, what-i-do-mentally",,,,,Clear Metaphor,
244,sum,1,2,3,4,"The 1st choice 'shows' how the data is being summed up, with the 2nd almost accomplishing this as well. The 3rd has some strange behavior when the sum is physically placed lower than the position of the max point (those points collapse downwards into the sum), but the transition still helps associate elements.",good:seems_like_adding,good:seems_like_adding,bad:physically_lower,,,Understandable,
245,sum,1,2,3,4,I think the 1st choice is the only one that shows that it's doing anything regarding sum at all - the others just kind of pull a number out of nowhere that the dots go to,good:seems_like_adding,,,,,,Static is magic
246,sum,1,2,3,4,The points in the 1st and 2nd rank animation look like they are adding instead of averaging together.,good:seems_like_adding,good:seems_like_adding,,,,,
247,sum,1,3,2,4,"1st could be improved by showing a stacking, but it gives an idea of summing the values of each element, where 3rd seems to simply squish them. 2nd they move up, and it's not the most intuitive, but the trend gives a hint as to sum. 4th had no intuition involved.",good:seems_like_adding,good:move_up,good:squish,,,,
248,sum,1,2,3,4,"The fourth chart display how the values are accumulated, which is a very good transition. The second and third chart looked good, but the transition is not very helpful. But since the transition are not misleading, they are better than the first chart, which has no animation",good:seems_like_adding,,,bad:no-animation,,Understandable,
249,sum,1,3,2,4,"The one ranked 1st is my favorite because we can see the lines stacking on top of each other which clearly suggests addition, 2nd one shows combining which also implies addition. I'm not sure what is happening in the 3rd one, but the transition shows a relation between the first and second chart while the 4th one dosn't have any transition which makes it hard to tell there is a relationship between the two graphs/",good:seems_like_adding,,good:combining,bad:no-relation,,Clear Metaphor,
250,sum,1,2,3,4,"The reason why I placed the last transition as first was because it first transitioned the points into a little bar chart, and then showed another animation merging these points together. This was really cool to see and describes what Sum does well the most. The third transition simply collapsed all of the points and showed a 1-dimensional line graph merge animation, which is what the last transition did but better, which is why it came in second. The second transition simply merged all of the points together and transitioned the axis, which is what the aforementioned two transitions already did but better with the additional line chart animation, so it comes in third. The first transition lacked any transitions at all, which is why it comes last.","good:seems_like_merging, good:extra_line","good:seems_like_merging, good:extra_line",good:seems_like_merging,,good:seems_like_merging,Understandable,
251,sum,1,2,3,4,The animation. The first animation you can see all of the points accumulate to make a sum while the rest don't,good:seems_like_stacking,,,,,Clear Metaphor,
252,sum,1,2,4,3,"1st option: is quite similar to the 2nd one, but it evokes the idea of stacking slightly better. my 4th pick is just sort of confusing what exactly it's doing - seems to be animation for no real good.",good:seems_like_stacking,,,,,Clear Metaphor,Animation Unnecessary
253,sum,1,2,4,3,"I like to 1st so much. It displays why the numbers are summed up. 2nd is also good since I can see the scale changing, which is helpful to recognize that it is a sum.",good:seems_like_stacking,,,,good:scale_change,Clear Metaphor,
254,count,2,1,3,4,"1st and second were close, they both described it in an intuitive manner, i just preferred the one i labeled 1st's transition for aesthetic purposes. 3rd is somewhat vague when they combined, but the value that they transition to lends itself to being a count if you had an idea of how many elements there were to begin with. The 4th simply showed no correlation between previous elements and the numbers that it ends up with, so you would have to have an idea of what you were looking for or the counts beforehand to know what you're looking at.",good:seems-like-counting,good:seems-like-counting,bad:unclear,bad:hard-to-understand,,Clear Metaphor,
255,count,2,1,3,4,"1st and 2nd could be interchangeable since I don't prefer one over the other. 4th is because the jump from values to counts is abrupt and also unclear. 3rd is because is it also somewhat unclear - without the numbers on the side, it could easily have been average or median. 1st and 2nd lay out all the dots in a line so it's more clear that it's the count.",good:seems-like-counting,good:seems-like-counting,bad:unclear,bad:abrupt,,Clear Metaphor,Static is magic
256,median,2,1,3,4,"I thought seeing the two parts was useful, but the 2nd place one goes too fast at the middle",good:separating,"good:separating, good:fast",,,,,Animation Should Be Faster
257,avg,1,2,3,4,I feel like the third one and the fourth one give me the same feeling smooth animation ,good:smooth,good:smooth,,,,,
258,count,2,1,3,4,"I like the smoothness of #1 and #2. #1 is slightly better because it's more fluid and I can keep track of it easier.I don't like #4- the instant movement is too hard to keep track of.#3 makes me thing of a sum rather than count",good:smooth,"good:smooth, good:easier-to-track",,,,,
259,min,3,3,1,2,I like how the 1st graph highlights the minimum by leaving it in place while the other data points disappear. I again felt the lines shown on the 3rd graph to be misleading and should be reserved for error bars.,bad:misleading-error?,,good:fade-out,,,,Metaphor Unclear
260,count,2,1,3,4,"Chose the #1 and #2 because they were clearly showing the number of points spaced evenly (because they all count as one value). I chose #1 over #2 because I liked the smoothness of the transition better. I thought #3 had nice animation but it didn't show each point evenly spaced before grouping them into one point, which is what made #1 and #2 clearly a count. #4 did not have any animation so I just had to guess what it was showing.",good:spread_out_evenly,"good:spread_out_evenly, good:smooth",,bad:no-animation,,Clear Metaphor,
261,count,2,1,3,4,"The effectiveness of the animations or lack of one. For e.g., in the third and fourth one, the equal spacing between the data points really helped. ",good:spread_out_evenly,good:spread_out_evenly,,,,,
262,count,2,1,3,4,The two transitions that show the data points equally spaced out make it really easy to see that the final y-value is the number of points. The two that skip that are less intuitive.,"good:spread_out_evenly, good:renew_axis","good:spread_out_evenly, good:renew_axis",bad:less-intuitive,bad:less-intuitive,,Clear Metaphor,
263,avg,1,2,3,4,I liked the graphs that visualize the average immediately and let you kind of confirm this in your head when you look at the lengths up and lengths down,good:upper=lower,,,,,,
264,avg,1,2,3,4,I think the animation of seeing all the bars representing points that are below the average or above the average helped me decide that. The rest to me seemed very confusing and I ranked based on how smooth the animations are. ,good:upper=lower,,,,good:smooth,,Metaphor Unclear
265,avg,1,3,2,4,The bars on the transition marked first give the sense that there is an equal amount on either side of the line making it clearly best.  The line on the transition marked third makes it very unclear whether the measure being taken is average or median since the line disappears very quickly.,good:upper=lower,,,,,Clear Metaphor,Animation Should Be Slower
