id,agg,rank-elaborate,play-elaborate,reset-elaborate,rank-simple,play-simple,reset-simple,rank-baseline,play-baseline,reset-baseline,rank-static,play-static,reset-static,compTime,rationale,gender,education,age,vision_deficiency,vision_impairment_description,familiarity-average,familiarity-average-description,familiarity-interquartile-range,familiarity-interquartile-range-description,familiarity-median,familiarity-median-description,familiarity-standard-deviation,familiarity-standard-deviation-description,familiarity-agg-score,familiarity-stat-tool,familiarity-view-chart,familiarity-create-chart,userID,treatment
6,stdev,1,5,4,2,4,3,3,2,1,4,1,0,65694,The animations which convey the process of averaging are also useful here.,Male,"Some college, no degree",25-34,no,,Know well,"For n numbers in a set, the average is the sum of the numbers divided by n",Know,I think this is what falls between one standard deviation to either side of the mean,Know well,"For n numbers in an ordered sequence, the median is the one which occurs in the middle of the sequence",Know,A measure of the variance from the mean,6,< 1/m,< 1/d,< 1/m,Lc4IiFEjZjV3iKIFoCKRxISvg222,baseline
7,iqr,2,4,3,1,5,4,3,1,0,4,1,0,60954,I extend my reasoning from the median transition and apply it here. Color is supremely useful. Additional animations are distracting.,Male,"Some college, no degree",25-34,no,,Know well,"For n numbers in a set, the average is the sum of the numbers divided by n",Know,I think this is what falls between one standard deviation to either side of the mean,Know well,"For n numbers in an ordered sequence, the median is the one which occurs in the middle of the sequence",Know,A measure of the variance from the mean,6,< 1/m,< 1/d,< 1/m,Lc4IiFEjZjV3iKIFoCKRxISvg222,baseline
0,count,3,2,1,4,3,2,2,2,1,1,3,2,14964,"For the first one, it was slow enough so I could see what was happening. I didn't think the fourth one was that good because it's not necessary to plot the points for each count and it confused me",Female,"Some college, no degree",18-24,no,,Know well,It is the total sum of the data points divided by the number of data points.,Know,Between the range of 25-75%,Know well,"If you order all the values, it is the middle value.",Know,"If you are 1 standard deviation away, you are better than 50 + 30 something % of the class (or 20 % )",6,< 1/m,< 1/m,< 1/m,MlB6Dy5DyTMHIQxX6FffCurb3w03,simple
1,sum,4,2,1,2,1,0,1,1,0,3,2,1,7202,"I liked 1 because you could see all the data points coming together (being summed) into one, which was self-explanatory. I didn't like 4 because there was too much graphics/info coming",Female,"Some college, no degree",18-24,no,,Know well,It is the total sum of the data points divided by the number of data points.,Know,Between the range of 25-75%,Know well,"If you order all the values, it is the middle value.",Know,"If you are 1 standard deviation away, you are better than 50 + 30 something % of the class (or 20 % )",6,< 1/m,< 1/m,< 1/m,MlB6Dy5DyTMHIQxX6FffCurb3w03,simple
2,max,3,0,0,3,1,0,1,2,1,2,1,0,37073,"you could see the other dots disappear and leaving the only one on the top made it intuitive to describe maximum. The graph ranked second was a little too fast and the graph ranked 3rd, I felt like the line going through it was not necessary",Female,"Some college, no degree",18-24,no,,Know well,It is the total sum of the data points divided by the number of data points.,Know,Between the range of 25-75%,Know well,"If you order all the values, it is the middle value.",Know,"If you are 1 standard deviation away, you are better than 50 + 30 something % of the class (or 20 % )",6,< 1/m,< 1/m,< 1/m,MlB6Dy5DyTMHIQxX6FffCurb3w03,simple
3,min,3,0,0,3,1,0,1,1,0,2,1,0,33278,This is similar to the last question in that I got to see what exactly was disappearing in a good time period and you didn't see any of the axis changing.,Female,"Some college, no degree",18-24,no,,Know well,It is the total sum of the data points divided by the number of data points.,Know,Between the range of 25-75%,Know well,"If you order all the values, it is the middle value.",Know,"If you are 1 standard deviation away, you are better than 50 + 30 something % of the class (or 20 % )",6,< 1/m,< 1/m,< 1/m,MlB6Dy5DyTMHIQxX6FffCurb3w03,simple
4,avg,1,5,4,2,7,6,3,2,1,4,2,1,26148,I liked the first graph because you could see the relationship between the average and the rest of the data points in an informative but quick manner. I liked the second graph because the line was drawn which indicates that the average doesn't have to be a particular data point. I thought the 3rd and fourth graph were more ambiguous,Female,"Some college, no degree",18-24,no,,Know well,It is the total sum of the data points divided by the number of data points.,Know,Between the range of 25-75%,Know well,"If you order all the values, it is the middle value.",Know,"If you are 1 standard deviation away, you are better than 50 + 30 something % of the class (or 20 % )",6,< 1/m,< 1/m,< 1/m,MlB6Dy5DyTMHIQxX6FffCurb3w03,simple
5,median,2,2,1,1,3,2,3,2,1,4,2,1,52685,"The first one, you could see the different colors split between the first half and the second half, which I thought was really cool and easy to distinguish. The second one was kind of similar but it was little overwhelming with all the transitions, but again, the colors helped. The third one, I wasn't quite sure what was being distilled down into if I didn't know that it was describing median, and the fourth one was just too fast.",Female,"Some college, no degree",18-24,no,,Know well,It is the total sum of the data points divided by the number of data points.,Know,Between the range of 25-75%,Know well,"If you order all the values, it is the middle value.",Know,"If you are 1 standard deviation away, you are better than 50 + 30 something % of the class (or 20 % )",6,< 1/m,< 1/m,< 1/m,MlB6Dy5DyTMHIQxX6FffCurb3w03,simple
6,stdev,2,2,1,1,2,1,3,1,0,4,1,0,17941,I liked the first one because you could see how the data points distilled into one another while not being too overwhelming. I liked the second one too but I thought it had too much information. The third and fourth graphs were too fast to realize what was going on.,Female,"Some college, no degree",18-24,no,,Know well,It is the total sum of the data points divided by the number of data points.,Know,Between the range of 25-75%,Know well,"If you order all the values, it is the middle value.",Know,"If you are 1 standard deviation away, you are better than 50 + 30 something % of the class (or 20 % )",6,< 1/m,< 1/m,< 1/m,MlB6Dy5DyTMHIQxX6FffCurb3w03,simple
7,iqr,2,2,1,1,1,0,3,2,1,4,1,1,14779,Similar to the previous problem. I liked seeing the different colors for the first one and the relationship between all the transitions. I also liked #2 but wasn't sure what the dots moving represented. 3 and four were too fast for me to understand.,Female,"Some college, no degree",18-24,no,,Know well,It is the total sum of the data points divided by the number of data points.,Know,Between the range of 25-75%,Know well,"If you order all the values, it is the middle value.",Know,"If you are 1 standard deviation away, you are better than 50 + 30 something % of the class (or 20 % )",6,< 1/m,< 1/m,< 1/m,MlB6Dy5DyTMHIQxX6FffCurb3w03,simple
0,count,2,2,1,1,2,1,4,3,2,3,3,2,35175,"My 3rd/4th choices use transitions that would make the user incorrectly associate what count is supposed to mean. Of the 1st/2nd, I preferred the smoother transition because the jerky motion could imply things that aren't part of the data.",Male,"Some college, no degree",18-24,yes,Slight red-green color blindness (dont remember what it's called).,Know well,The sum of those numbers divided by how many numbers there are.,Know well,The difference between the 75th percentile and the 25th percentile in the set.,Know well,The n/2th element of a sorted version of that set; takes the average of the two elements nearest the 'middle' if there are an even number of numbers.,Know,"The square root of the variance, which is the expected value of the square of the numbers (as far as I can remember).",7,< 1/w,< 1/d,< 1/w,OWz9e7pLKbVDTsiu4sT7ISv83ji1,simple
1,sum,1,5,4,2,3,2,3,4,3,4,3,3,48428,"The 1st choice 'shows' how the data is being summed up, with the 2nd almost accomplishing this as well. The 3rd has some strange behavior when the sum is physically placed lower than the position of the max point (those points collapse downwards into the sum), but the transition still helps associate elements.",Male,"Some college, no degree",18-24,yes,Slight red-green color blindness (dont remember what it's called).,Know well,The sum of those numbers divided by how many numbers there are.,Know well,The difference between the 75th percentile and the 25th percentile in the set.,Know well,The n/2th element of a sorted version of that set; takes the average of the two elements nearest the 'middle' if there are an even number of numbers.,Know,"The square root of the variance, which is the expected value of the square of the numbers (as far as I can remember).",7,< 1/w,< 1/d,< 1/w,OWz9e7pLKbVDTsiu4sT7ISv83ji1,simple
2,max,2,0,0,2,2,1,1,1,0,3,1,1,41990,"The 1st clearly shows that you only care about the largest element. The 2nd is similar, but I didn't understand the purpose of the line that appears through the max element. The 3rd is fine, but the sudden change might be harder to follow.",Male,"Some college, no degree",18-24,yes,Slight red-green color blindness (dont remember what it's called).,Know well,The sum of those numbers divided by how many numbers there are.,Know well,The difference between the 75th percentile and the 25th percentile in the set.,Know well,The n/2th element of a sorted version of that set; takes the average of the two elements nearest the 'middle' if there are an even number of numbers.,Know,"The square root of the variance, which is the expected value of the square of the numbers (as far as I can remember).",7,< 1/w,< 1/d,< 1/w,OWz9e7pLKbVDTsiu4sT7ISv83ji1,simple
3,min,2,0,0,2,1,0,1,1,0,3,1,0,49596,"Exact same rationale as the max one (3rd is jerky, 2nd has an (unneeded?) line, 1st clearly shows the operation).",Male,"Some college, no degree",18-24,yes,Slight red-green color blindness (dont remember what it's called).,Know well,The sum of those numbers divided by how many numbers there are.,Know well,The difference between the 75th percentile and the 25th percentile in the set.,Know well,The n/2th element of a sorted version of that set; takes the average of the two elements nearest the 'middle' if there are an even number of numbers.,Know,"The square root of the variance, which is the expected value of the square of the numbers (as far as I can remember).",7,< 1/w,< 1/d,< 1/w,OWz9e7pLKbVDTsiu4sT7ISv83ji1,simple
4,avg,1,3,2,2,2,1,3,2,1,4,1,0,42857,"My 1st choice shows the 'area' that the elements on either side of the mean contribute to the mean, giving a good sense of it. Between 2nd/3rd, the line through the mean helps orient where the points are moving. 4th's transition was hard to clearly tell what it was doing (mean vs median, etc).",Male,"Some college, no degree",18-24,yes,Slight red-green color blindness (dont remember what it's called).,Know well,The sum of those numbers divided by how many numbers there are.,Know well,The difference between the 75th percentile and the 25th percentile in the set.,Know well,The n/2th element of a sorted version of that set; takes the average of the two elements nearest the 'middle' if there are an even number of numbers.,Know,"The square root of the variance, which is the expected value of the square of the numbers (as far as I can remember).",7,< 1/w,< 1/d,< 1/w,OWz9e7pLKbVDTsiu4sT7ISv83ji1,simple
5,median,2,4,3,1,2,1,3,2,1,4,1,1,87241,"Close call between my 1st/2nd choice, but I personally thought the animation in my 2nd choice distracted a bit (perhaps this was from seeing the 1st choice animation in the 72 previous questions). For the 3rd vs 4th, the transition was a bit better, but it's still pretty hard to tell what either are doing.",Male,"Some college, no degree",18-24,yes,Slight red-green color blindness (dont remember what it's called).,Know well,The sum of those numbers divided by how many numbers there are.,Know well,The difference between the 75th percentile and the 25th percentile in the set.,Know well,The n/2th element of a sorted version of that set; takes the average of the two elements nearest the 'middle' if there are an even number of numbers.,Know,"The square root of the variance, which is the expected value of the square of the numbers (as far as I can remember).",7,< 1/w,< 1/d,< 1/w,OWz9e7pLKbVDTsiu4sT7ISv83ji1,simple
6,stdev,1,1,0,2,1,0,3,1,0,4,1,0,110137,"Following my rationale for the average, my 1st choices's bars helped make the intuition correct; similar rationale for 4/3/2 as my average one. However, I don't think any of the animations do a good job of showing how the standard deviation was created.",Male,"Some college, no degree",18-24,yes,Slight red-green color blindness (dont remember what it's called).,Know well,The sum of those numbers divided by how many numbers there are.,Know well,The difference between the 75th percentile and the 25th percentile in the set.,Know well,The n/2th element of a sorted version of that set; takes the average of the two elements nearest the 'middle' if there are an even number of numbers.,Know,"The square root of the variance, which is the expected value of the square of the numbers (as far as I can remember).",7,< 1/w,< 1/d,< 1/w,OWz9e7pLKbVDTsiu4sT7ISv83ji1,simple
7,iqr,2,1,0,1,1,0,3,1,0,4,1,0,81958,"Same logic as my median choices: 1st vs 2nd is close, but the animation still detracts a bit in my opinion. 3rd vs 4th, the animation helps a bit, but it's still hard to distinguish this from what could potentially be a mean + std dev animation.",Male,"Some college, no degree",18-24,yes,Slight red-green color blindness (dont remember what it's called).,Know well,The sum of those numbers divided by how many numbers there are.,Know well,The difference between the 75th percentile and the 25th percentile in the set.,Know well,The n/2th element of a sorted version of that set; takes the average of the two elements nearest the 'middle' if there are an even number of numbers.,Know,"The square root of the variance, which is the expected value of the square of the numbers (as far as I can remember).",7,< 1/w,< 1/d,< 1/w,OWz9e7pLKbVDTsiu4sT7ISv83ji1,simple
0,count,2,2,1,1,2,1,3,3,2,4,3,2,74439,elucidating how the same features of one graph turn into another (smoother transitions are better),Female,Associate or Bachelors degree,18-24,no,,Know well,The sum of the elements in a set divided by the number of elements in the set.,Know,Something something 2 standard deviations.,Know well,The kth smallest element in a set where k is the number of items in the set divided by 2.,Know well,The square root of the variance.,7,< 1/w,< 1/d,< 1/w,OkjPHobyrwNhp1j7ljXADoEmnAI2,static
1,sum,1,3,2,2,4,3,3,2,1,4,1,1,39830,"it's important that you see the bars ""stacking"" on each other to show the concept of a sum",Female,Associate or Bachelors degree,18-24,no,,Know well,The sum of the elements in a set divided by the number of elements in the set.,Know,Something something 2 standard deviations.,Know well,The kth smallest element in a set where k is the number of items in the set divided by 2.,Know well,The square root of the variance.,7,< 1/w,< 1/d,< 1/w,OkjPHobyrwNhp1j7ljXADoEmnAI2,static
2,max,2,0,0,2,1,0,3,1,0,1,1,0,74729,Max is easy to understand. Animation are just a waste of time. I could possibly see the animation I ranked 2 (the one where a bar appears) being useful if there's a cluster of similar data points at the top.,Female,Associate or Bachelors degree,18-24,no,,Know well,The sum of the elements in a set divided by the number of elements in the set.,Know,Something something 2 standard deviations.,Know well,The kth smallest element in a set where k is the number of items in the set divided by 2.,Know well,The square root of the variance.,7,< 1/w,< 1/d,< 1/w,OkjPHobyrwNhp1j7ljXADoEmnAI2,static
3,min,2,0,0,2,1,0,3,1,0,1,1,0,37188,"See answer for max. Animations are less helpful for obvious cases, but a line could be useful if the data clusters at min.",Female,Associate or Bachelors degree,18-24,no,,Know well,The sum of the elements in a set divided by the number of elements in the set.,Know,Something something 2 standard deviations.,Know well,The kth smallest element in a set where k is the number of items in the set divided by 2.,Know well,The square root of the variance.,7,< 1/w,< 1/d,< 1/w,OkjPHobyrwNhp1j7ljXADoEmnAI2,static
4,avg,2,2,1,1,2,1,3,1,0,4,1,0,57801,"I see what you were going for with the bars, but it's not very explicit. Maybe if the bars flipped over the center divider and canceled each other out.",Female,Associate or Bachelors degree,18-24,no,,Know well,The sum of the elements in a set divided by the number of elements in the set.,Know,Something something 2 standard deviations.,Know well,The kth smallest element in a set where k is the number of items in the set divided by 2.,Know well,The square root of the variance.,7,< 1/w,< 1/d,< 1/w,OkjPHobyrwNhp1j7ljXADoEmnAI2,static
5,median,1,5,4,2,2,1,3,1,0,4,1,0,68341,"1st and second place are interchangable. They both capture the idea of points ""canceling each other out"", although the more involved animation could become annoying on more data.",Female,Associate or Bachelors degree,18-24,no,,Know well,The sum of the elements in a set divided by the number of elements in the set.,Know,Something something 2 standard deviations.,Know well,The kth smallest element in a set where k is the number of items in the set divided by 2.,Know well,The square root of the variance.,7,< 1/w,< 1/d,< 1/w,OkjPHobyrwNhp1j7ljXADoEmnAI2,static
6,stdev,1,2,1,2,2,2,4,1,1,3,1,1,68368,The slow fade-outs are just annoying sometimes. Visualizing the bars was by far the most helpful.,Female,Associate or Bachelors degree,18-24,no,,Know well,The sum of the elements in a set divided by the number of elements in the set.,Know,Something something 2 standard deviations.,Know well,The kth smallest element in a set where k is the number of items in the set divided by 2.,Know well,The square root of the variance.,7,< 1/w,< 1/d,< 1/w,OkjPHobyrwNhp1j7ljXADoEmnAI2,static
7,iqr,2,3,2,1,3,2,4,1,0,3,1,0,90728,"The fade-out is once again slow and adds nothing. The color-coding is useful, although I don't think the slower version where they sort themselves adds much value. It's easy enough to get the idea from the distribution of the colors.",Female,Associate or Bachelors degree,18-24,no,,Know well,The sum of the elements in a set divided by the number of elements in the set.,Know,Something something 2 standard deviations.,Know well,The kth smallest element in a set where k is the number of items in the set divided by 2.,Know well,The square root of the variance.,7,< 1/w,< 1/d,< 1/w,OkjPHobyrwNhp1j7ljXADoEmnAI2,static
0,count,4,2,1,3,2,1,2,1,0,1,2,1,36850,Transition the axes after transitioning the points. Having a reference line helps a lot. ,Male,"Some college, no degree",18-24,no,,Know well,the sum of the numbers divided by the number of numbers.,Know,The range of values between the 1st quartile (25% of the data) and the 3rd quartile (75% of the data),Know well,the midpoint within a set of numbers sorted in ascending order.,Know well,"square root of the variance, which is the sum of the squared differences that each point is from the mean.",7,< 1/d,>= 1/d,< 1/d,P6bbwmKFEgdvzrfbiMlCyvlFbk12,baseline
1,sum,1,6,6,2,3,3,3,1,1,4,3,3,70570,"For sum, it's useful to have them collapsing into each other to show aggregation. But reference lines help enormously in either case, as well as multiple smaller transitions that help me stay oriented. ",Male,"Some college, no degree",18-24,no,,Know well,the sum of the numbers divided by the number of numbers.,Know,The range of values between the 1st quartile (25% of the data) and the 3rd quartile (75% of the data),Know well,the midpoint within a set of numbers sorted in ascending order.,Know well,"square root of the variance, which is the sum of the squared differences that each point is from the mean.",7,< 1/d,>= 1/d,< 1/d,P6bbwmKFEgdvzrfbiMlCyvlFbk12,baseline
2,max,3,0,0,3,2,1,1,1,1,2,3,3,29548,"Reference lines don't really help in this case, but it does help to fade out the points so that I know how the maximum was in relation to the other points gradually. ",Male,"Some college, no degree",18-24,no,,Know well,the sum of the numbers divided by the number of numbers.,Know,The range of values between the 1st quartile (25% of the data) and the 3rd quartile (75% of the data),Know well,the midpoint within a set of numbers sorted in ascending order.,Know well,"square root of the variance, which is the sum of the squared differences that each point is from the mean.",7,< 1/d,>= 1/d,< 1/d,P6bbwmKFEgdvzrfbiMlCyvlFbk12,baseline
3,min,3,0,0,3,1,1,1,2,2,2,1,1,29169,"Having the fade helps compare the ultimate minimum to other surrounding points, but reference lines just make it harder to see. ",Male,"Some college, no degree",18-24,no,,Know well,the sum of the numbers divided by the number of numbers.,Know,The range of values between the 1st quartile (25% of the data) and the 3rd quartile (75% of the data),Know well,the midpoint within a set of numbers sorted in ascending order.,Know well,"square root of the variance, which is the sum of the squared differences that each point is from the mean.",7,< 1/d,>= 1/d,< 1/d,P6bbwmKFEgdvzrfbiMlCyvlFbk12,baseline
4,avg,1,4,4,2,2,1,3,2,1,4,3,3,34678,"Having a trace of how the calculations map to the average is useful, as well as a reference line that is the goal of the calculation. Collapsing is a good way to show an aggregate calculation. ",Male,"Some college, no degree",18-24,no,,Know well,the sum of the numbers divided by the number of numbers.,Know,The range of values between the 1st quartile (25% of the data) and the 3rd quartile (75% of the data),Know well,the midpoint within a set of numbers sorted in ascending order.,Know well,"square root of the variance, which is the sum of the squared differences that each point is from the mean.",7,< 1/d,>= 1/d,< 1/d,P6bbwmKFEgdvzrfbiMlCyvlFbk12,baseline
5,median,2,3,2,1,4,4,3,4,3,4,2,2,35445,"Having the colorings for less than median, more than median, and median really made visual calculations easier. ",Male,"Some college, no degree",18-24,no,,Know well,the sum of the numbers divided by the number of numbers.,Know,The range of values between the 1st quartile (25% of the data) and the 3rd quartile (75% of the data),Know well,the midpoint within a set of numbers sorted in ascending order.,Know well,"square root of the variance, which is the sum of the squared differences that each point is from the mean.",7,< 1/d,>= 1/d,< 1/d,P6bbwmKFEgdvzrfbiMlCyvlFbk12,baseline
6,stdev,4,2,2,3,3,2,2,1,1,1,4,4,238017,"All 4 were about as hard, but having the transitions easing in made it slightly better. ",Male,"Some college, no degree",18-24,no,,Know well,the sum of the numbers divided by the number of numbers.,Know,The range of values between the 1st quartile (25% of the data) and the 3rd quartile (75% of the data),Know well,the midpoint within a set of numbers sorted in ascending order.,Know well,"square root of the variance, which is the sum of the squared differences that each point is from the mean.",7,< 1/d,>= 1/d,< 1/d,P6bbwmKFEgdvzrfbiMlCyvlFbk12,baseline
7,iqr,4,4,3,3,2,1,1,2,1,2,2,1,94686,The coloring was the biggest thing; having the 3 groupings helped me discern the quartiles directly. Splitting up the transitions made it harder to follow. ,Male,"Some college, no degree",18-24,no,,Know well,the sum of the numbers divided by the number of numbers.,Know,The range of values between the 1st quartile (25% of the data) and the 3rd quartile (75% of the data),Know well,the midpoint within a set of numbers sorted in ascending order.,Know well,"square root of the variance, which is the sum of the squared differences that each point is from the mean.",7,< 1/d,>= 1/d,< 1/d,P6bbwmKFEgdvzrfbiMlCyvlFbk12,baseline
0,count,1,2,1,3,2,1,4,2,1,2,2,1,99808,"The lines in the dots showed that the was interest in each specific dot, this would be of interest when deciding if this was a count or not. That was the most informative. Each other was less informative.",Female,Associate or Bachelors degree,35-44,no,,Know well,"sum each number in the set, then divide that sum by the count of numbers in the set",IDK,,Know,"middle value in the set of numbers, if the set is odd some number between the middle numbers",Know,you take the average amount and then you find the differences between the highs and lows,4,< 1/m,< 1/m,< 1/m,Po16NE0PyvQSmSQhNdOKqLWqlCq1,static
1,sum,1,2,1,4,1,0,3,1,0,2,4,4,130298,"They were all terrible in showing sum. The least terrible was the plot with most detail. Unless we actually count up each value how would we know they are calculating sum. Just guessing. Add some plus signs, add up small values at first then add those values,...something to show you are summing. Or even annotate ""These values are being summed""",Female,Associate or Bachelors degree,35-44,no,,Know well,"sum each number in the set, then divide that sum by the count of numbers in the set",IDK,,Know,"middle value in the set of numbers, if the set is odd some number between the middle numbers",Know,you take the average amount and then you find the differences between the highs and lows,4,< 1/m,< 1/m,< 1/m,Po16NE0PyvQSmSQhNdOKqLWqlCq1,static
2,max,2,0,0,2,2,1,3,1,0,1,3,2,61929,Plot 3 would have been the best but it was too slow. Plot 1 is fast enough. But may lack detail. The middle plot was too slow and so is useless.,Female,Associate or Bachelors degree,35-44,no,,Know well,"sum each number in the set, then divide that sum by the count of numbers in the set",IDK,,Know,"middle value in the set of numbers, if the set is odd some number between the middle numbers",Know,you take the average amount and then you find the differences between the highs and lows,4,< 1/m,< 1/m,< 1/m,Po16NE0PyvQSmSQhNdOKqLWqlCq1,static
3,min,2,0,0,2,2,1,3,1,0,1,3,2,50788,"Pretty much the same as minimum transitions. The 3rd plot is way too slow and will be annoying to the viewer. The 2nd has more detail but is too slow, the first is okay.",Female,Associate or Bachelors degree,35-44,no,,Know well,"sum each number in the set, then divide that sum by the count of numbers in the set",IDK,,Know,"middle value in the set of numbers, if the set is odd some number between the middle numbers",Know,you take the average amount and then you find the differences between the highs and lows,4,< 1/m,< 1/m,< 1/m,Po16NE0PyvQSmSQhNdOKqLWqlCq1,static
4,avg,4,4,3,1,7,6,3,4,3,2,12,12,53078,"The 4th is interesting but too distracting. The one I ranked 1st, looks like values converge into the line. It could be convincing that it is calculating average. None of these are obvious that it transitions to the average. Unless we actually count the the values and calculate the average can we trust that this is the average? Most people will be too lazy. But they will believe you if you say it is the average.",Female,Associate or Bachelors degree,35-44,no,,Know well,"sum each number in the set, then divide that sum by the count of numbers in the set",IDK,,Know,"middle value in the set of numbers, if the set is odd some number between the middle numbers",Know,you take the average amount and then you find the differences between the highs and lows,4,< 1/m,< 1/m,< 1/m,Po16NE0PyvQSmSQhNdOKqLWqlCq1,static
5,median,3,4,3,2,6,6,4,4,3,1,5,5,45169,"Well the 3rd ranked was the most fun to watch but it didn't quite have animations that were helpful towards the transition. The same with the 2nd, moving the dots to the side aren't helpful. The 1st was fastest and most useful towards the goal. 4th is too slow.",Female,Associate or Bachelors degree,35-44,no,,Know well,"sum each number in the set, then divide that sum by the count of numbers in the set",IDK,,Know,"middle value in the set of numbers, if the set is odd some number between the middle numbers",Know,you take the average amount and then you find the differences between the highs and lows,4,< 1/m,< 1/m,< 1/m,Po16NE0PyvQSmSQhNdOKqLWqlCq1,static
6,stdev,4,3,2,1,6,5,3,5,4,2,6,5,76763,1st ranked because it is most informative and not too slow. ,Female,Associate or Bachelors degree,35-44,no,,Know well,"sum each number in the set, then divide that sum by the count of numbers in the set",IDK,,Know,"middle value in the set of numbers, if the set is odd some number between the middle numbers",Know,you take the average amount and then you find the differences between the highs and lows,4,< 1/m,< 1/m,< 1/m,Po16NE0PyvQSmSQhNdOKqLWqlCq1,static
7,iqr,3,2,1,2,2,1,4,2,1,1,2,2,66651,"I don't know what Interquartile Range with Median means. But the transitions with a gradient will always be annoying so that is ranked 4th. The 3rd and second are fun to watch, but I don't think that add to in informing the viewer what the data entails and are distracting.",Female,Associate or Bachelors degree,35-44,no,,Know well,"sum each number in the set, then divide that sum by the count of numbers in the set",IDK,,Know,"middle value in the set of numbers, if the set is odd some number between the middle numbers",Know,you take the average amount and then you find the differences between the highs and lows,4,< 1/m,< 1/m,< 1/m,Po16NE0PyvQSmSQhNdOKqLWqlCq1,static
0,count,4,1,0,3,1,0,1,2,1,2,1,0,24127,everything looks good actually. I especially like the second one bcause of the motion of the dots.,Female,Associate or Bachelors degree,18-24,no,,IDK,,IDK,,IDK,,IDK,,0,< 1/w,< 1/m,< 1/w,QRG6gODqk8cfyP3q8khiEXzpD5z2,simple
1,sum,2,1,0,3,1,0,1,1,0,4,1,0,14217,The motion of the dots led me to decide this order,Female,Associate or Bachelors degree,18-24,no,,IDK,,IDK,,IDK,,IDK,,0,< 1/w,< 1/m,< 1/w,QRG6gODqk8cfyP3q8khiEXzpD5z2,simple
2,max,2,0,0,2,1,0,1,2,1,3,1,0,16160,There are no motions of the dots but the dots themselves show things clearly,Female,Associate or Bachelors degree,18-24,no,,IDK,,IDK,,IDK,,IDK,,0,< 1/w,< 1/m,< 1/w,QRG6gODqk8cfyP3q8khiEXzpD5z2,simple
3,min,1,0,0,1,1,0,2,1,0,3,1,0,17181,The same reason as the previous question. It just came more intuitive to me.,Female,Associate or Bachelors degree,18-24,no,,IDK,,IDK,,IDK,,IDK,,0,< 1/w,< 1/m,< 1/w,QRG6gODqk8cfyP3q8khiEXzpD5z2,simple
4,avg,2,1,0,3,1,0,1,1,0,4,1,0,2290,The same reason as the previous question. It just came more intuitive to me.,Female,Associate or Bachelors degree,18-24,no,,IDK,,IDK,,IDK,,IDK,,0,< 1/w,< 1/m,< 1/w,QRG6gODqk8cfyP3q8khiEXzpD5z2,simple
5,median,2,1,0,4,1,0,1,1,0,3,1,0,1972,The same reason as the previous question. It just came more intuitive to me.,Female,Associate or Bachelors degree,18-24,no,,IDK,,IDK,,IDK,,IDK,,0,< 1/w,< 1/m,< 1/w,QRG6gODqk8cfyP3q8khiEXzpD5z2,simple
6,stdev,1,1,0,2,1,0,4,1,0,3,1,0,1398,The same reason as the previous question. It just came more intuitive to me.,Female,Associate or Bachelors degree,18-24,no,,IDK,,IDK,,IDK,,IDK,,0,< 1/w,< 1/m,< 1/w,QRG6gODqk8cfyP3q8khiEXzpD5z2,simple
7,iqr,3,1,0,1,1,0,2,1,0,4,1,0,604,The same reason as the previous question. It just came more intuitive to me.,Female,Associate or Bachelors degree,18-24,no,,IDK,,IDK,,IDK,,IDK,,0,< 1/w,< 1/m,< 1/w,QRG6gODqk8cfyP3q8khiEXzpD5z2,simple
0,count,2,3,2,1,4,3,3,2,1,4,2,1,140740,"The feature that led me to this order was first the animation displaying the change, and then the animation to first showcase each individual point in the graph before collapsing them in a smooth transition. The third transition had all of this, so it came in first. The last transition came in second because it displayed the points, but moved them in a jarring way that wasn't pleasant to see. The second transition had animations, but didn't make it clear how many points there were, it just collapsed them. The first transition was just a static change, which didn't describe the count nearly as well as the others, which is why it is last.",Male,High school graduate (or equivalent),18-24,no,,Know,"The Average is the value of the whole set of numbers, the sum of those numbers, divided by the total the size of the set.",IDK,,Know,The median is the middle value of the set of numbers.,Know,This value is how the standard deviation any particular number can be from the average.,3,never,never,never,REpZ941gOjMltya9QnIewxdNOym1,baseline
1,sum,1,4,3,2,3,2,3,1,1,4,3,2,149131,"The reason why I placed the last transition as first was because it first transitioned the points into a little bar chart, and then showed another animation merging these points together. This was really cool to see and describes what Sum does well the most. The third transition simply collapsed all of the points and showed a 1-dimensional line graph merge animation, which is what the last transition did but better, which is why it came in second. The second transition simply merged all of the points together and transitioned the axis, which is what the aforementioned two transitions already did but better with the additional line chart animation, so it comes in third. The first transition lacked any transitions at all, which is why it comes last.",Male,High school graduate (or equivalent),18-24,no,,Know,"The Average is the value of the whole set of numbers, the sum of those numbers, divided by the total the size of the set.",IDK,,Know,The median is the middle value of the set of numbers.,Know,This value is how the standard deviation any particular number can be from the average.,3,never,never,never,REpZ941gOjMltya9QnIewxdNOym1,baseline
2,max,1,0,0,1,3,2,2,2,1,3,2,2,111618,"I chose the third transition as first as it showcased a line through the maximum points before erasing that line and all lower points from the set, describing what the maximum is the best. The  second transition is only second because it does not add in that information, but it does erase lower points in the set. The first transition is static, so no animations are shown and it describes the maximum the least.",Male,High school graduate (or equivalent),18-24,no,,Know,"The Average is the value of the whole set of numbers, the sum of those numbers, divided by the total the size of the set.",IDK,,Know,The median is the middle value of the set of numbers.,Know,This value is how the standard deviation any particular number can be from the average.,3,never,never,never,REpZ941gOjMltya9QnIewxdNOym1,baseline
